"rt","stimulus","key_press","test_part","trial_type","trial_index","time_elapsed","internal_node_id","subject","target","responses","question_order","response"
"420.21999997086823","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","24","26069","0.0-2.0-4.3","8euxjpuvbr3pz9d","","","","50"
"171.06999992392957","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","25","26241","0.0-2.0-5.3","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","26","27243","0.0-2.0-0.4","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","27","27747","0.0-2.0-1.4","8euxjpuvbr3pz9d","","","",""
"null","mp3/1_Skinny_Love.mp3","null","song","audio-keyboard-response","28","28752","0.0-2.0-2.4","8euxjpuvbr3pz9d","sad","","",""
"2125.1850000116974","","","emotion_rating","survey-multi-choice","29","30878","0.0-2.0-3.4","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"140.84500004537404","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","30","31050","0.0-2.0-4.4","8euxjpuvbr3pz9d","","","","50"
"500.4750000080094","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","31","31552","0.0-2.0-5.4","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","32","32558","0.0-2.0-0.5","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","33","33062","0.0-2.0-1.5","8euxjpuvbr3pz9d","","","",""
"null","mp3/28_Valerie.mp3","null","song","audio-keyboard-response","34","34064","0.0-2.0-2.5","8euxjpuvbr3pz9d","happy","","",""
"1365.3799999738112","","","emotion_rating","survey-multi-choice","35","35431","0.0-2.0-3.5","8euxjpuvbr3pz9d","","{""Q0"":""Happy""}","[0]",""
"666.9750000583008","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","36","36128","0.0-2.0-4.5","8euxjpuvbr3pz9d","","","","50"
"425.69999990519136","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","37","36555","0.0-2.0-5.5","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","38","37561","0.0-2.0-0.6","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","39","38065","0.0-2.0-1.6","8euxjpuvbr3pz9d","","","",""
"null","mp3/26_It_Only_Hurts_When_I'm_Breathing.mp3","null","song","audio-keyboard-response","40","39067","0.0-2.0-2.6","8euxjpuvbr3pz9d","sad","","",""
"4357.465000008233","","","emotion_rating","survey-multi-choice","41","43426","0.0-2.0-3.6","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"466.1949999863282","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","42","43921","0.0-2.0-4.6","8euxjpuvbr3pz9d","","","","50"
"493.23999998159707","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","43","44416","0.0-2.0-5.6","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","44","45418","0.0-2.0-0.7","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","45","45921","0.0-2.0-1.7","8euxjpuvbr3pz9d","","","",""
"null","mp3/2_Love's_Requiem.mp3","null","song","audio-keyboard-response","46","46927","0.0-2.0-2.7","8euxjpuvbr3pz9d","sad","","",""
"5767.475000000559","","","emotion_rating","survey-multi-choice","47","52696","0.0-2.0-3.7","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"1530.4650000762194","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","48","54255","0.0-2.0-4.7","8euxjpuvbr3pz9d","","","","40"
"306.52500002179295","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","49","54563","0.0-2.0-5.7","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","50","55566","0.0-2.0-0.8","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","51","56068","0.0-2.0-1.8","8euxjpuvbr3pz9d","","","",""
"null","mp3/2_Blood_On_The_Ground.mp3","null","song","audio-keyboard-response","52","57071","0.0-2.0-2.8","8euxjpuvbr3pz9d","angry","","",""
"1616.8249999172986","","","emotion_rating","survey-multi-choice","53","58689","0.0-2.0-3.8","8euxjpuvbr3pz9d","","{""Q0"":""Angry""}","[0]",""
"331.609999993816","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","54","59049","0.0-2.0-4.8","8euxjpuvbr3pz9d","","","","50"
"424.9149999814108","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","55","59476","0.0-2.0-5.8","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","56","60481","0.0-2.0-0.9","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","57","60987","0.0-2.0-1.9","8euxjpuvbr3pz9d","","","",""
"null","mp3/25_Old_Blacktop_[Album_Version].mp3","null","song","audio-keyboard-response","58","61990","0.0-2.0-2.9","8euxjpuvbr3pz9d","sad","","",""
"3274.7850000159815","","","emotion_rating","survey-multi-choice","59","65266","0.0-2.0-3.9","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"233.41500002425164","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","60","65529","0.0-2.0-4.9","8euxjpuvbr3pz9d","","","","50"
"567.3599999863654","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","61","66098","0.0-2.0-5.9","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","62","67103","0.0-2.0-0.10","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","63","67604","0.0-2.0-1.10","8euxjpuvbr3pz9d","","","",""
"null","mp3/13_If_The_Creeks_Don't_Rise.mp3","null","song","audio-keyboard-response","64","68608","0.0-2.0-2.10","8euxjpuvbr3pz9d","happy","","",""
"3311.615000013262","","","emotion_rating","survey-multi-choice","65","71921","0.0-2.0-3.10","8euxjpuvbr3pz9d","","{""Q0"":""Relaxed""}","[0]",""
"314.2050000606105","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","66","72264","0.0-2.0-4.10","8euxjpuvbr3pz9d","","","","50"
"1348.699999973178","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","67","73614","0.0-2.0-5.10","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","68","74615","0.0-2.0-0.11","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","69","75120","0.0-2.0-1.11","8euxjpuvbr3pz9d","","","",""
"null","mp3/26_Make_Light.mp3","null","song","audio-keyboard-response","70","76126","0.0-2.0-2.11","8euxjpuvbr3pz9d","happy","","",""
"2205.8850000612438","","","emotion_rating","survey-multi-choice","71","78334","0.0-2.0-3.11","8euxjpuvbr3pz9d","","{""Q0"":""Happy""}","[0]",""
"410.2000000420958","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","72","78774","0.0-2.0-4.11","8euxjpuvbr3pz9d","","","","50"
"321.49500004015863","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","73","79096","0.0-2.0-5.11","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","74","80101","0.0-2.0-0.12","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","75","80603","0.0-2.0-1.12","8euxjpuvbr3pz9d","","","",""
"null","mp3/9_If_The_Creeks_Don't_Rise.mp3","null","song","audio-keyboard-response","76","81605","0.0-2.0-2.12","8euxjpuvbr3pz9d","happy","","",""
"2477.5900000240654","","","emotion_rating","survey-multi-choice","77","84084","0.0-2.0-3.12","8euxjpuvbr3pz9d","","{""Q0"":""Relaxed""}","[0]",""
"591.7749999789521","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","78","84705","0.0-2.0-4.12","8euxjpuvbr3pz9d","","","","50"
"515.6100000021979","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","79","85224","0.0-2.0-5.12","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","80","86230","0.0-2.0-0.13","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","81","86736","0.0-2.0-1.13","8euxjpuvbr3pz9d","","","",""
"null","mp3/2_Inside.mp3","null","song","audio-keyboard-response","82","87739","0.0-2.0-2.13","8euxjpuvbr3pz9d","sad","","",""
"4077.099999994971","","","emotion_rating","survey-multi-choice","83","91817","0.0-2.0-3.13","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"483.5299999685958","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","84","92334","0.0-2.0-4.13","8euxjpuvbr3pz9d","","","","50"
"576.2050000485033","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","85","92911","0.0-2.0-5.13","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","86","93915","0.0-2.0-0.14","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","87","94417","0.0-2.0-1.14","8euxjpuvbr3pz9d","","","",""
"null","mp3/3_It_Only_Hurts_When_I'm_Breathing.mp3","null","song","audio-keyboard-response","88","95422","0.0-2.0-2.14","8euxjpuvbr3pz9d","sad","","",""
"6586.270000087097","","","emotion_rating","survey-multi-choice","89","102010","0.0-2.0-3.14","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"684.6199999563396","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","90","102722","0.0-2.0-4.14","8euxjpuvbr3pz9d","","","","50"
"756.0450000455603","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","91","103479","0.0-2.0-5.14","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","92","104481","0.0-2.0-0.15","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","93","104983","0.0-2.0-1.15","8euxjpuvbr3pz9d","","","",""
"null","mp3/2_Boser_Wolf.mp3","null","song","audio-keyboard-response","94","105984","0.0-2.0-2.15","8euxjpuvbr3pz9d","sad","","",""
"4753.899999894202","","","emotion_rating","survey-multi-choice","95","110740","0.0-2.0-3.15","8euxjpuvbr3pz9d","","{""Q0"":""Happy""}","[0]",""
"466.20000002440065","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","96","111235","0.0-2.0-4.15","8euxjpuvbr3pz9d","","","","50"
"456.99999993667006","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","97","111693","0.0-2.0-5.15","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","98","112699","0.0-2.0-0.16","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","99","113204","0.0-2.0-1.16","8euxjpuvbr3pz9d","","","",""
"null","mp3/8_Fire_And_Rain__(LP_Version).mp3","null","song","audio-keyboard-response","100","114208","0.0-2.0-2.16","8euxjpuvbr3pz9d","sad","","",""
"2373.894999967888","","","emotion_rating","survey-multi-choice","101","116583","0.0-2.0-3.16","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"433.9149999432266","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","102","117048","0.0-2.0-4.16","8euxjpuvbr3pz9d","","","","50"
"426.73499998636544","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","103","117475","0.0-2.0-5.16","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","104","118479","0.0-2.0-0.17","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","105","118982","0.0-2.0-1.17","8euxjpuvbr3pz9d","","","",""
"null","mp3/8_Restless.mp3","null","song","audio-keyboard-response","106","119984","0.0-2.0-2.17","8euxjpuvbr3pz9d","happy","","",""
"1224.265000084415","","","emotion_rating","survey-multi-choice","107","121210","0.0-2.0-3.17","8euxjpuvbr3pz9d","","{""Q0"":""Happy""}","[0]",""
"631.9349999539554","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","108","121870","0.0-2.0-4.17","8euxjpuvbr3pz9d","","","","50"
"434.8549999995157","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","109","122306","0.0-2.0-5.17","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","110","123309","0.0-2.0-0.18","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","111","123812","0.0-2.0-1.18","8euxjpuvbr3pz9d","","","",""
"null","mp3/5_Get_Lucky.mp3","null","song","audio-keyboard-response","112","124814","0.0-2.0-2.18","8euxjpuvbr3pz9d","happy","","",""
"2140.919999917969","","","emotion_rating","survey-multi-choice","113","126956","0.0-2.0-3.18","8euxjpuvbr3pz9d","","{""Q0"":""Happy""}","[0]",""
"735.8349999412894","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","114","127712","0.0-2.0-4.18","8euxjpuvbr3pz9d","","","","50"
"520.1449999585748","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","115","128234","0.0-2.0-5.18","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","116","129239","0.0-2.0-0.19","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","117","129742","0.0-2.0-1.19","8euxjpuvbr3pz9d","","","",""
"null","mp3/5_Valerie.mp3","null","song","audio-keyboard-response","118","130746","0.0-2.0-2.19","8euxjpuvbr3pz9d","happy","","",""
"1564.1349999932572","","","emotion_rating","survey-multi-choice","119","132311","0.0-2.0-3.19","8euxjpuvbr3pz9d","","{""Q0"":""Happy""}","[0]",""
"510.2300000144169","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","120","132850","0.0-2.0-4.19","8euxjpuvbr3pz9d","","","","50"
"419.5899999467656","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","121","133271","0.0-2.0-5.19","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","122","134274","0.0-2.0-0.20","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","123","134775","0.0-2.0-1.20","8euxjpuvbr3pz9d","","","",""
"null","mp3/1_Be_Happy.mp3","null","song","audio-keyboard-response","124","135778","0.0-2.0-2.20","8euxjpuvbr3pz9d","happy","","",""
"1332.0600000442937","","","emotion_rating","survey-multi-choice","125","137112","0.0-2.0-3.20","8euxjpuvbr3pz9d","","{""Q0"":""Happy""}","[0]",""
"374.4200000073761","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","126","137516","0.0-2.0-4.20","8euxjpuvbr3pz9d","","","","50"
"418.56499994173646","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","127","137936","0.0-2.0-5.20","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","128","138940","0.0-2.0-0.21","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","129","139442","0.0-2.0-1.21","8euxjpuvbr3pz9d","","","",""
"null","mp3/3_Old_Blacktop_[Album_Version].mp3","null","song","audio-keyboard-response","130","140445","0.0-2.0-2.21","8euxjpuvbr3pz9d","sad","","",""
"1748.9150000037625","","","emotion_rating","survey-multi-choice","131","142195","0.0-2.0-3.21","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"670.7349999342114","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","132","142894","0.0-2.0-4.21","8euxjpuvbr3pz9d","","","","50"
"432.1650000056252","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","133","143327","0.0-2.0-5.21","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","134","144333","0.0-2.0-0.22","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","135","144834","0.0-2.0-1.22","8euxjpuvbr3pz9d","","","",""
"null","mp3/4_Mbube.mp3","null","song","audio-keyboard-response","136","145837","0.0-2.0-2.22","8euxjpuvbr3pz9d","happy","","",""
"1967.8350000176579","","","emotion_rating","survey-multi-choice","137","147806","0.0-2.0-3.22","8euxjpuvbr3pz9d","","{""Q0"":""Relaxed""}","[0]",""
"407.6249999925494","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","138","148243","0.0-2.0-4.22","8euxjpuvbr3pz9d","","","","50"
"387.12000008672476","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","139","148632","0.0-2.0-5.22","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","140","149635","0.0-2.0-0.23","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","141","150138","0.0-2.0-1.23","8euxjpuvbr3pz9d","","","",""
"null","mp3/13_Motown_Junk.mp3","null","song","audio-keyboard-response","142","151140","0.0-2.0-2.23","8euxjpuvbr3pz9d","angry","","",""
"1884.0899999486282","","","emotion_rating","survey-multi-choice","143","153027","0.0-2.0-3.23","8euxjpuvbr3pz9d","","{""Q0"":""Angry""}","[0]",""
"421.6099999612197","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","144","153476","0.0-2.0-4.23","8euxjpuvbr3pz9d","","","","50"
"441.00500002969056","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","145","153918","0.0-2.0-5.23","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","146","154920","0.0-2.0-0.24","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","147","155426","0.0-2.0-1.24","8euxjpuvbr3pz9d","","","",""
"null","mp3/7_Here_Today.mp3","null","song","audio-keyboard-response","148","156429","0.0-2.0-2.24","8euxjpuvbr3pz9d","relaxed","","",""
"1980.4950000252575","","","emotion_rating","survey-multi-choice","149","158411","0.0-2.0-3.24","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"376.105000032112","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","150","158816","0.0-2.0-4.24","8euxjpuvbr3pz9d","","","","50"
"412.0549999643117","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","151","159229","0.0-2.0-5.24","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","152","160234","0.0-2.0-0.25","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","153","160738","0.0-2.0-1.25","8euxjpuvbr3pz9d","","","",""
"null","mp3/15_Bunkertor_7_(German_Texture).mp3","null","song","audio-keyboard-response","154","161741","0.0-2.0-2.25","8euxjpuvbr3pz9d","angry","","",""
"1987.169999978505","","","emotion_rating","survey-multi-choice","155","163730","0.0-2.0-3.25","8euxjpuvbr3pz9d","","{""Q0"":""Angry""}","[0]",""
"247.15000006835908","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","156","164007","0.0-2.0-4.25","8euxjpuvbr3pz9d","","","","50"
"439.8500000825152","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","157","164448","0.0-2.0-5.25","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","158","165453","0.0-2.0-0.26","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","159","165955","0.0-2.0-1.26","8euxjpuvbr3pz9d","","","",""
"null","mp3/16_Restless.mp3","null","song","audio-keyboard-response","160","166957","0.0-2.0-2.26","8euxjpuvbr3pz9d","happy","","",""
"1645.189999951981","","","emotion_rating","survey-multi-choice","161","168604","0.0-2.0-3.26","8euxjpuvbr3pz9d","","{""Q0"":""Happy""}","[0]",""
"414.2950000241399","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","162","169047","0.0-2.0-4.26","8euxjpuvbr3pz9d","","","","50"
"474.4949999731034","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","163","169523","0.0-2.0-5.26","8euxjpuvbr3pz9d","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","164","170525","0.0-2.0-0.27","8euxjpuvbr3pz9d","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","165","171027","0.0-2.0-1.27","8euxjpuvbr3pz9d","","","",""
"null","mp3/2_On_A_Slow_Boat_To_China.mp3","null","song","audio-keyboard-response","166","172030","0.0-2.0-2.27","8euxjpuvbr3pz9d","relaxed","","",""
"1313.2599999662489","","","emotion_rating","survey-multi-choice","167","173345","0.0-2.0-3.27","8euxjpuvbr3pz9d","","{""Q0"":""Sad""}","[0]",""
"571.3449999457225","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","168","173944","0.0-2.0-4.27","8euxjpuvbr3pz9d","","","","50"
"426.0299999732524","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","169","174371","0.0-2.0-5.27","8euxjpuvbr3pz9d","","","","50"
