rt,stimulus,key_press,test_part,trial_type,trial_index,time_elapsed,internal_node_id,subject,target,responses,question_order,response
9747.66,,,emotion_rating,survey-multi-choice,17,103984,0.0-2.0-3.2,s20encxw28459xp,,"{""Q0"":""None of these""}",[0],
10700.845,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,18,114703,0.0-2.0-4.2,s20encxw28459xp,,,,75
5128.22,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,19,119834,0.0-2.0-5.2,s20encxw28459xp,,,,77
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,20,120837,0.0-2.0-0.3,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,21,121341,0.0-2.0-1.3,s20encxw28459xp,,,,
null,audio/15_Here_Today.mp3,null,song,audio-keyboard-response,22,122348,0.0-2.0-2.3,s20encxw28459xp,sad,,,
4394.57,,,emotion_rating,survey-multi-choice,23,126746,0.0-2.0-3.3,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
4708.76,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,24,131473,0.0-2.0-4.3,s20encxw28459xp,,,,62
4388.33,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,25,135863,0.0-2.0-5.3,s20encxw28459xp,,,,59
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,26,136868,0.0-2.0-0.4,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,27,137369,0.0-2.0-1.4,s20encxw28459xp,,,,
null,audio/2_On_A_Slow_Boat_To_China.mp3,null,song,audio-keyboard-response,28,138370,0.0-2.0-2.4,s20encxw28459xp,relaxed,,,
3827.905,,,emotion_rating,survey-multi-choice,29,142200,0.0-2.0-3.4,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
3657.265,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,30,145879,0.0-2.0-4.4,s20encxw28459xp,,,,67
3174.17,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,31,149060,0.0-2.0-5.4,s20encxw28459xp,,,,65
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,32,150063,0.0-2.0-0.5,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,33,150564,0.0-2.0-1.5,s20encxw28459xp,,,,
null,audio/24_Restless.mp3,null,song,audio-keyboard-response,34,151569,0.0-2.0-2.5,s20encxw28459xp,happy,,,
39079.035,,,emotion_rating,survey-multi-choice,35,190652,0.0-2.0-3.5,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
4174.655,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,36,194847,0.0-2.0-4.5,s20encxw28459xp,,,,66
3335.23,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,37,198183,0.0-2.0-5.5,s20encxw28459xp,,,,61
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,38,199188,0.0-2.0-0.6,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,39,199692,0.0-2.0-1.6,s20encxw28459xp,,,,
null,audio/2_Boser_Wolf.mp3,null,song,audio-keyboard-response,40,200697,0.0-2.0-2.6,s20encxw28459xp,sad,,,
7672.715,,,emotion_rating,survey-multi-choice,41,208371,0.0-2.0-3.6,s20encxw28459xp,,"{""Q0"":""Sad""}",[0],
18570289.82,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,42,19582393,0.0-2.0-4.6,s20encxw28459xp,,,,50
3911.43,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,43,19586314,0.0-2.0-5.6,s20encxw28459xp,,,,50
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,44,19587319,0.0-2.0-0.7,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,45,19587824,0.0-2.0-1.7,s20encxw28459xp,,,,
null,audio/8_Fire_And_Rain__(LP_Version).mp3,null,song,audio-keyboard-response,46,19588834,0.0-2.0-2.7,s20encxw28459xp,sad,,,
11062.655,,,emotion_rating,survey-multi-choice,47,19599900,0.0-2.0-3.7,s20encxw28459xp,,"{""Q0"":""Relaxed""}",[0],
5221.71,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,48,19605139,0.0-2.0-4.7,s20encxw28459xp,,,,61
4911.755,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,49,19610052,0.0-2.0-5.7,s20encxw28459xp,,,,41
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,50,19611058,0.0-2.0-0.8,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,51,19611562,0.0-2.0-1.8,s20encxw28459xp,,,,
null,audio/3_Old_Blacktop_[Album_Version].mp3,null,song,audio-keyboard-response,52,19612564,0.0-2.0-2.8,s20encxw28459xp,sad,,,
4961.105,,,emotion_rating,survey-multi-choice,53,19617526,0.0-2.0-3.8,s20encxw28459xp,,"{""Q0"":""Relaxed""}",[0],
4545.015,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,54,19622087,0.0-2.0-4.8,s20encxw28459xp,,,,50
3334.515,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,55,19625423,0.0-2.0-5.8,s20encxw28459xp,,,,45
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,56,19626429,0.0-2.0-0.9,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,57,19626933,0.0-2.0-1.9,s20encxw28459xp,,,,
null,audio/2_Incomplete.mp3,null,song,audio-keyboard-response,58,19627938,0.0-2.0-2.9,s20encxw28459xp,angry,,,
2439.645,,,emotion_rating,survey-multi-choice,59,19630379,0.0-2.0-3.9,s20encxw28459xp,,"{""Q0"":""Angry""}",[0],
5713.29,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,60,19636110,0.0-2.0-4.9,s20encxw28459xp,,,,29
4744.87,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,61,19640857,0.0-2.0-5.9,s20encxw28459xp,,,,71
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,62,19641860,0.0-2.0-0.10,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,63,19642362,0.0-2.0-1.10,s20encxw28459xp,,,,
null,audio/13_If_The_Creeks_Don't_Rise.mp3,null,song,audio-keyboard-response,64,19643369,0.0-2.0-2.10,s20encxw28459xp,happy,,,
2569.71,,,emotion_rating,survey-multi-choice,65,19645939,0.0-2.0-3.10,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
3185.055,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,66,19649141,0.0-2.0-4.10,s20encxw28459xp,,,,62
3284.295,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,67,19652426,0.0-2.0-5.10,s20encxw28459xp,,,,79
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,68,19653427,0.0-2.0-0.11,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,69,19653932,0.0-2.0-1.11,s20encxw28459xp,,,,
null,audio/12_Skank_Down.mp3,null,song,audio-keyboard-response,70,19654939,0.0-2.0-2.11,s20encxw28459xp,happy,,,
10530.585,,,emotion_rating,survey-multi-choice,71,19665471,0.0-2.0-3.11,s20encxw28459xp,,"{""Q0"":""None of these""}",[0],
2896.465,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,72,19668383,0.0-2.0-4.11,s20encxw28459xp,,,,50
3403.66,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,73,19671788,0.0-2.0-5.11,s20encxw28459xp,,,,76
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,74,19672794,0.0-2.0-0.12,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,75,19673295,0.0-2.0-1.12,s20encxw28459xp,,,,
null,audio/15_Bunkertor_7_(German_Texture).mp3,null,song,audio-keyboard-response,76,19674302,0.0-2.0-2.12,s20encxw28459xp,angry,,,
3426.72,,,emotion_rating,survey-multi-choice,77,19677730,0.0-2.0-3.12,s20encxw28459xp,,"{""Q0"":""Angry""}",[0],
3419.99,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,78,19681166,0.0-2.0-4.12,s20encxw28459xp,,,,25
3456.74,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,79,19684625,0.0-2.0-5.12,s20encxw28459xp,,,,61
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,80,19685631,0.0-2.0-0.13,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,81,19686133,0.0-2.0-1.13,s20encxw28459xp,,,,
null,audio/16_Restless.mp3,null,song,audio-keyboard-response,82,19687140,0.0-2.0-2.13,s20encxw28459xp,happy,,,
2417.705,,,emotion_rating,survey-multi-choice,83,19689559,0.0-2.0-3.13,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
3379.925,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,84,19692958,0.0-2.0-4.13,s20encxw28459xp,,,,71
5361,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,85,19698321,0.0-2.0-5.13,s20encxw28459xp,,,,80
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,86,19699323,0.0-2.0-0.14,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,87,19699829,0.0-2.0-1.14,s20encxw28459xp,,,,
null,audio/1_Be_Happy.mp3,null,song,audio-keyboard-response,88,19700835,0.0-2.0-2.14,s20encxw28459xp,happy,,,
3711.475,,,emotion_rating,survey-multi-choice,89,19704547,0.0-2.0-3.14,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
3204.51,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,90,19707767,0.0-2.0-4.14,s20encxw28459xp,,,,71
2688.905,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,91,19710457,0.0-2.0-5.14,s20encxw28459xp,,,,76
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,92,19711463,0.0-2.0-0.15,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,93,19711969,0.0-2.0-1.15,s20encxw28459xp,,,,
null,audio/2_Inside.mp3,null,song,audio-keyboard-response,94,19712975,0.0-2.0-2.15,s20encxw28459xp,sad,,,
3642.365,,,emotion_rating,survey-multi-choice,95,19716618,0.0-2.0-3.15,s20encxw28459xp,,"{""Q0"":""Relaxed""}",[0],
4063.81,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,96,19720697,0.0-2.0-4.15,s20encxw28459xp,,,,46
3741.22,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,97,19724444,0.0-2.0-5.15,s20encxw28459xp,,,,48
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,98,19725445,0.0-2.0-0.16,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,99,19725948,0.0-2.0-1.16,s20encxw28459xp,,,,
null,audio/14_Get_Lucky.mp3,null,song,audio-keyboard-response,100,19726949,0.0-2.0-2.16,s20encxw28459xp,happy,,,
2825.45,,,emotion_rating,survey-multi-choice,101,19729776,0.0-2.0-3.16,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
3019.6,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,102,19732814,0.0-2.0-4.16,s20encxw28459xp,,,,57
2837.79,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,103,19735653,0.0-2.0-5.16,s20encxw28459xp,,,,60
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,104,19736656,0.0-2.0-0.17,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,105,19737162,0.0-2.0-1.17,s20encxw28459xp,,,,
null,audio/23_Inside.mp3,null,song,audio-keyboard-response,106,19738168,0.0-2.0-2.17,s20encxw28459xp,sad,,,
3408.945,,,emotion_rating,survey-multi-choice,107,19741579,0.0-2.0-3.17,s20encxw28459xp,,"{""Q0"":""Sad""}",[0],
3229.47,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,108,19744825,0.0-2.0-4.17,s20encxw28459xp,,,,47
2679.2,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,109,19747505,0.0-2.0-5.17,s20encxw28459xp,,,,50
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,110,19748506,0.0-2.0-0.18,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,111,19749011,0.0-2.0-1.18,s20encxw28459xp,,,,
null,audio/3_It_Only_Hurts_When_I'm_Breathing.mp3,null,song,audio-keyboard-response,112,19750014,0.0-2.0-2.18,s20encxw28459xp,sad,,,
3745.23,,,emotion_rating,survey-multi-choice,113,19753760,0.0-2.0-3.18,s20encxw28459xp,,"{""Q0"":""None of these""}",[0],
1503.82,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,114,19755280,0.0-2.0-4.18,s20encxw28459xp,,,,50
1601.64,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,115,19756883,0.0-2.0-5.18,s20encxw28459xp,,,,50
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,116,19757884,0.0-2.0-0.19,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,117,19758385,0.0-2.0-1.19,s20encxw28459xp,,,,
null,audio/5_Get_Lucky.mp3,null,song,audio-keyboard-response,118,19759391,0.0-2.0-2.19,s20encxw28459xp,happy,,,
2075.61,,,emotion_rating,survey-multi-choice,119,19761468,0.0-2.0-3.19,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
3285.665,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,120,19764770,0.0-2.0-4.19,s20encxw28459xp,,,,57
3989.905,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,121,19768761,0.0-2.0-5.19,s20encxw28459xp,,,,59
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,122,19769767,0.0-2.0-0.20,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,123,19770273,0.0-2.0-1.20,s20encxw28459xp,,,,
null,audio/4_Come_On_Baby.mp3,null,song,audio-keyboard-response,124,19771275,0.0-2.0-2.20,s20encxw28459xp,relaxed,,,
3767.225,,,emotion_rating,survey-multi-choice,125,19775043,0.0-2.0-3.20,s20encxw28459xp,,"{""Q0"":""Relaxed""}",[0],
2476.065,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,126,19777535,0.0-2.0-4.20,s20encxw28459xp,,,,50
992.665,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,127,19778528,0.0-2.0-5.20,s20encxw28459xp,,,,50
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,128,19779534,0.0-2.0-0.21,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,129,19780036,0.0-2.0-1.21,s20encxw28459xp,,,,
null,audio/4_Mbube.mp3,null,song,audio-keyboard-response,130,19781042,0.0-2.0-2.21,s20encxw28459xp,relaxed,,,
2647.365,,,emotion_rating,survey-multi-choice,131,19783690,0.0-2.0-3.21,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
3120.115,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,132,19786826,0.0-2.0-4.21,s20encxw28459xp,,,,65
3050.605,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,133,19789877,0.0-2.0-5.21,s20encxw28459xp,,,,69
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,134,19790882,0.0-2.0-0.22,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,135,19791388,0.0-2.0-1.22,s20encxw28459xp,,,,
null,audio/11_Be_Happy.mp3,null,song,audio-keyboard-response,136,19792394,0.0-2.0-2.22,s20encxw28459xp,happy,,,
2643.46,,,emotion_rating,survey-multi-choice,137,19795038,0.0-2.0-3.22,s20encxw28459xp,,"{""Q0"":""Happy""}",[0],
3348.21,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,138,19798406,0.0-2.0-4.22,s20encxw28459xp,,,,56
2622.4,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,139,19801030,0.0-2.0-5.22,s20encxw28459xp,,,,78
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,140,19802032,0.0-2.0-0.23,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,141,19802538,0.0-2.0-1.23,s20encxw28459xp,,,,
null,audio/8_Restless.mp3,null,song,audio-keyboard-response,142,19803544,0.0-2.0-2.23,s20encxw28459xp,happy,,,
3548.745,,,emotion_rating,survey-multi-choice,143,19807094,0.0-2.0-3.23,s20encxw28459xp,,"{""Q0"":""None of these""}",[0],
3043.97,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,144,19810153,0.0-2.0-4.23,s20encxw28459xp,,,,63
3349.3,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,145,19813504,0.0-2.0-5.23,s20encxw28459xp,,,,93
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,146,19814507,0.0-2.0-0.24,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,147,19815008,0.0-2.0-1.24,s20encxw28459xp,,,,
null,audio/12_Fire_And_Rain_(LP_Version).mp3,null,song,audio-keyboard-response,148,19816014,0.0-2.0-2.24,s20encxw28459xp,sad,,,
5493.635,,,emotion_rating,survey-multi-choice,149,19821509,0.0-2.0-3.24,s20encxw28459xp,,"{""Q0"":""Relaxed""}",[0],
2956.305,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,150,19824481,0.0-2.0-4.24,s20encxw28459xp,,,,58
2945.83,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,151,19827427,0.0-2.0-5.24,s20encxw28459xp,,,,50
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,152,19828433,0.0-2.0-0.25,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,153,19828935,0.0-2.0-1.25,s20encxw28459xp,,,,
null,audio/9_If_The_Creeks_Don't_Rise.mp3,null,song,audio-keyboard-response,154,19829941,0.0-2.0-2.25,s20encxw28459xp,happy,,,
4110.86,,,emotion_rating,survey-multi-choice,155,19834053,0.0-2.0-3.25,s20encxw28459xp,,"{""Q0"":""None of these""}",[0],
2871.89,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,156,19836940,0.0-2.0-4.25,s20encxw28459xp,,,,57
4289.695,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,157,19841231,0.0-2.0-5.25,s20encxw28459xp,,,,67
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,158,19842232,0.0-2.0-0.26,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,159,19842738,0.0-2.0-1.26,s20encxw28459xp,,,,
null,audio/7_Here_Today.mp3,null,song,audio-keyboard-response,160,19843745,0.0-2.0-2.26,s20encxw28459xp,sad,,,
2793.525,,,emotion_rating,survey-multi-choice,161,19846539,0.0-2.0-3.26,s20encxw28459xp,,"{""Q0"":""Relaxed""}",[0],
3201.295,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,162,19849757,0.0-2.0-4.26,s20encxw28459xp,,,,57
1984.02,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,163,19851742,0.0-2.0-5.26,s20encxw28459xp,,,,50
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,164,19852745,0.0-2.0-0.27,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,165,19853251,0.0-2.0-1.27,s20encxw28459xp,,,,
null,audio/2_Sweet_Song.mp3,null,song,audio-keyboard-response,166,19854253,0.0-2.0-2.27,s20encxw28459xp,relaxed,,,
7257.87,,,emotion_rating,survey-multi-choice,167,19861512,0.0-2.0-3.27,s20encxw28459xp,,"{""Q0"":""Relaxed""}",[0],
544.4049998,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,168,19862072,0.0-2.0-4.27,s20encxw28459xp,,,,50
536.7149999,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,169,19862610,0.0-2.0-5.27,s20encxw28459xp,,,,50
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,170,19863616,0.0-2.0-0.28,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,171,19864122,0.0-2.0-1.28,s20encxw28459xp,,,,
null,audio/26_It_Only_Hurts_When_I'm_Breathing.mp3,null,song,audio-keyboard-response,172,19865127,0.0-2.0-2.28,s20encxw28459xp,sad,,,
3418.45,,,emotion_rating,survey-multi-choice,173,19868547,0.0-2.0-3.28,s20encxw28459xp,,"{""Q0"":""Sad""}",[0],
3615.255,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,174,19872179,0.0-2.0-4.28,s20encxw28459xp,,,,48
1630.525,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,175,19873810,0.0-2.0-5.28,s20encxw28459xp,,,,50
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,176,19874815,0.0-2.0-0.29,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,177,19875320,0.0-2.0-1.29,s20encxw28459xp,,,,
null,audio/26_Make_Light.mp3,null,song,audio-keyboard-response,178,19876326,0.0-2.0-2.29,s20encxw28459xp,happy,,,
3643.085,,,emotion_rating,survey-multi-choice,179,19879970,0.0-2.0-3.29,s20encxw28459xp,,"{""Q0"":""None of these""}",[0],
585.8800001,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,180,19880573,0.0-2.0-4.29,s20encxw28459xp,,,,50
528.4,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,181,19881102,0.0-2.0-5.29,s20encxw28459xp,,,,50
null,"<div style=""font-size:60px;"">+</div>",null,fixation,html-keyboard-response,182,19882104,0.0-2.0-0.30,s20encxw28459xp,,,,
null,"<div style=""font-size:60px;color:green"">+</div>",null,fixation,html-keyboard-response,183,19882609,0.0-2.0-1.30,s20encxw28459xp,,,,
null,audio/9_Pain_(Live_Version).mp3,null,song,audio-keyboard-response,184,19883616,0.0-2.0-2.30,s20encxw28459xp,angry,,,
2179.12,,,emotion_rating,survey-multi-choice,185,19885796,0.0-2.0-3.30,s20encxw28459xp,,"{""Q0"":""Angry""}",[0],
3109.99,<p>How negative/positive was this feeling expressed in this musical clip</p>,,valence rating,html-slider-response,186,19888922,0.0-2.0-4.30,s20encxw28459xp,,,,36
3673.855,<p>How energetic/arousing was the feeling expressed in this musical clip</p>,,arousal rating,html-slider-response,187,19892597,0.0-2.0-5.30,s20encxw28459xp,,,,60
