"rt","stimulus","key_press","test_part","trial_type","trial_index","time_elapsed","internal_node_id","subject","target","responses","question_order","response"
"3834.3299999996816","","","emotion_rating","survey-multi-choice","17","60794","0.0-2.0-3.2","r5l2vw7lqxdnfg7","","{""Q0"":""Sad""}","[0]",""
"2642.584999999599","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","18","63438","0.0-2.0-4.2","r5l2vw7lqxdnfg7","","","","47"
"4241.115000000718","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","19","67680","0.0-2.0-5.2","r5l2vw7lqxdnfg7","","","","30"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","20","68686","0.0-2.0-0.3","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","21","69191","0.0-2.0-1.3","r5l2vw7lqxdnfg7","","","",""
"null","audio/15_Here_Today.mp3","null","song","audio-keyboard-response","22","70196","0.0-2.0-2.3","r5l2vw7lqxdnfg7","sad","","",""
"3231.8149999991874","","","emotion_rating","survey-multi-choice","23","73428","0.0-2.0-3.3","r5l2vw7lqxdnfg7","","{""Q0"":""Relaxed""}","[0]",""
"1416.4049999999406","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","24","74845","0.0-2.0-4.3","r5l2vw7lqxdnfg7","","","","50"
"325.84499999939","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","25","75172","0.0-2.0-5.3","r5l2vw7lqxdnfg7","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","26","76174","0.0-2.0-0.4","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","27","76678","0.0-2.0-1.4","r5l2vw7lqxdnfg7","","","",""
"null","audio/15_Bunkertor_7_(German_Texture).mp3","null","song","audio-keyboard-response","28","77684","0.0-2.0-2.4","r5l2vw7lqxdnfg7","angry","","",""
"3730.650000001333","","","emotion_rating","survey-multi-choice","29","81415","0.0-2.0-3.4","r5l2vw7lqxdnfg7","","{""Q0"":""Angry""}","[0]",""
"6344.420000001264","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","30","87761","0.0-2.0-4.4","r5l2vw7lqxdnfg7","","","","45"
"5826.354999999239","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","31","93588","0.0-2.0-5.4","r5l2vw7lqxdnfg7","","","","90"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","32","94594","0.0-2.0-0.5","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","33","95095","0.0-2.0-1.5","r5l2vw7lqxdnfg7","","","",""
"null","audio/23_Inside.mp3","null","song","audio-keyboard-response","34","96099","0.0-2.0-2.5","r5l2vw7lqxdnfg7","sad","","",""
"3630.2299999988463","","","emotion_rating","survey-multi-choice","35","99730","0.0-2.0-3.5","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"4420.995000000403","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","36","104152","0.0-2.0-4.5","r5l2vw7lqxdnfg7","","","","64"
"4138.735000000452","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","37","108292","0.0-2.0-5.5","r5l2vw7lqxdnfg7","","","","63"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","38","109293","0.0-2.0-0.6","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","39","109795","0.0-2.0-1.6","r5l2vw7lqxdnfg7","","","",""
"null","audio/7_Digital.mp3","null","song","audio-keyboard-response","40","110800","0.0-2.0-2.6","r5l2vw7lqxdnfg7","relaxed","","",""
"3521.114999999554","","","emotion_rating","survey-multi-choice","41","114322","0.0-2.0-3.6","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"2878.740000000107","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","42","117202","0.0-2.0-4.6","r5l2vw7lqxdnfg7","","","","58"
"3464.5500000005995","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","43","120667","0.0-2.0-5.6","r5l2vw7lqxdnfg7","","","","78"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","44","121673","0.0-2.0-0.7","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","45","122179","0.0-2.0-1.7","r5l2vw7lqxdnfg7","","","",""
"null","audio/8_Fire_And_Rain__(LP_Version).mp3","null","song","audio-keyboard-response","46","123183","0.0-2.0-2.7","r5l2vw7lqxdnfg7","sad","","",""
"3929.9300000002404","","","emotion_rating","survey-multi-choice","47","127113","0.0-2.0-3.7","r5l2vw7lqxdnfg7","","{""Q0"":""Relaxed""}","[0]",""
"2608.5599999987608","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","48","129723","0.0-2.0-4.7","r5l2vw7lqxdnfg7","","","","65"
"2249.2299999994284","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","49","131973","0.0-2.0-5.7","r5l2vw7lqxdnfg7","","","","32"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","50","132974","0.0-2.0-0.8","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","51","133479","0.0-2.0-1.8","r5l2vw7lqxdnfg7","","","",""
"null","audio/13_If_The_Creeks_Don't_Rise.mp3","null","song","audio-keyboard-response","52","134484","0.0-2.0-2.8","r5l2vw7lqxdnfg7","happy","","",""
"2471.9600000007486","","","emotion_rating","survey-multi-choice","53","136957","0.0-2.0-3.8","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"2754.7300000005635","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","54","139713","0.0-2.0-4.8","r5l2vw7lqxdnfg7","","","","68"
"3801.9449999992503","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","55","143515","0.0-2.0-5.8","r5l2vw7lqxdnfg7","","","","78"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","56","144517","0.0-2.0-0.9","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","57","145022","0.0-2.0-1.9","r5l2vw7lqxdnfg7","","","",""
"null","audio/1_Skinny_Love.mp3","null","song","audio-keyboard-response","58","146025","0.0-2.0-2.9","r5l2vw7lqxdnfg7","sad","","",""
"2124.014999999403","","","emotion_rating","survey-multi-choice","59","148150","0.0-2.0-3.9","r5l2vw7lqxdnfg7","","{""Q0"":""Sad""}","[0]",""
"11935.190000000148","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","60","160086","0.0-2.0-4.9","r5l2vw7lqxdnfg7","","","","24"
"2294.4099999986065","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","61","162381","0.0-2.0-5.9","r5l2vw7lqxdnfg7","","","","43"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","62","163384","0.0-2.0-0.10","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","63","163888","0.0-2.0-1.10","r5l2vw7lqxdnfg7","","","",""
"null","audio/4_Make_Light.mp3","null","song","audio-keyboard-response","64","164893","0.0-2.0-2.10","r5l2vw7lqxdnfg7","happy","","",""
"2595.475000000093","","","emotion_rating","survey-multi-choice","65","167489","0.0-2.0-3.10","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"5814.38499999966","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","66","173305","0.0-2.0-4.10","r5l2vw7lqxdnfg7","","","","76"
"2587.279999999737","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","67","175893","0.0-2.0-5.10","r5l2vw7lqxdnfg7","","","","67"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","68","176899","0.0-2.0-0.11","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","69","177404","0.0-2.0-1.11","r5l2vw7lqxdnfg7","","","",""
"null","audio/19_I_hate_Everything_About_You.mp3","null","song","audio-keyboard-response","70","178408","0.0-2.0-2.11","r5l2vw7lqxdnfg7","angry","","",""
"3244.200000001001","","","emotion_rating","survey-multi-choice","71","181653","0.0-2.0-3.11","r5l2vw7lqxdnfg7","","{""Q0"":""Angry""}","[0]",""
"2495.985000001383","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","72","184150","0.0-2.0-4.11","r5l2vw7lqxdnfg7","","","","35"
"1799.3449999994482","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","73","185950","0.0-2.0-5.11","r5l2vw7lqxdnfg7","","","","87"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","74","186951","0.0-2.0-0.12","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","75","187456","0.0-2.0-1.12","r5l2vw7lqxdnfg7","","","",""
"null","audio/21_Skank_Down.mp3","null","song","audio-keyboard-response","76","188462","0.0-2.0-2.12","r5l2vw7lqxdnfg7","happy","","",""
"1773.639999999432","","","emotion_rating","survey-multi-choice","77","190236","0.0-2.0-3.12","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"1708.740000000049","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","78","191946","0.0-2.0-4.12","r5l2vw7lqxdnfg7","","","","82"
"1517.6650000012014","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","79","193464","0.0-2.0-5.12","r5l2vw7lqxdnfg7","","","","76"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","80","194465","0.0-2.0-0.13","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","81","194971","0.0-2.0-1.13","r5l2vw7lqxdnfg7","","","",""
"null","audio/1_Be_Happy.mp3","null","song","audio-keyboard-response","82","195975","0.0-2.0-2.13","r5l2vw7lqxdnfg7","happy","","",""
"2224.999999998545","","","emotion_rating","survey-multi-choice","83","198201","0.0-2.0-3.13","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"2361.8000000005995","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","84","200563","0.0-2.0-4.13","r5l2vw7lqxdnfg7","","","","77"
"1742.7700000007462","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","85","202307","0.0-2.0-5.13","r5l2vw7lqxdnfg7","","","","86"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","86","203307","0.0-2.0-0.14","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","87","203811","0.0-2.0-1.14","r5l2vw7lqxdnfg7","","","",""
"null","audio/4_Destiny.mp3","null","song","audio-keyboard-response","88","204815","0.0-2.0-2.14","r5l2vw7lqxdnfg7","relaxed","","",""
"2847.865000001533","","","emotion_rating","survey-multi-choice","89","207664","0.0-2.0-3.14","r5l2vw7lqxdnfg7","","{""Q0"":""Relaxed""}","[0]",""
"2281.3050000004005","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","90","209946","0.0-2.0-4.14","r5l2vw7lqxdnfg7","","","","50"
"1214.4900000003108","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","91","211161","0.0-2.0-5.14","r5l2vw7lqxdnfg7","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","92","212161","0.0-2.0-0.15","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","93","212664","0.0-2.0-1.15","r5l2vw7lqxdnfg7","","","",""
"null","audio/11_Be_Happy.mp3","null","song","audio-keyboard-response","94","213669","0.0-2.0-2.15","r5l2vw7lqxdnfg7","happy","","",""
"3105.5550000001094","","","emotion_rating","survey-multi-choice","95","216775","0.0-2.0-3.15","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"8143.589999999676","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","96","224920","0.0-2.0-4.15","r5l2vw7lqxdnfg7","","","","73"
"3463.9950000000827","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","97","228385","0.0-2.0-5.15","r5l2vw7lqxdnfg7","","","","77"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","98","229391","0.0-2.0-0.16","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","99","229892","0.0-2.0-1.16","r5l2vw7lqxdnfg7","","","",""
"null","audio/12_Fire_And_Rain_(LP_Version).mp3","null","song","audio-keyboard-response","100","230897","0.0-2.0-2.16","r5l2vw7lqxdnfg7","sad","","",""
"2482.105000000971","","","emotion_rating","survey-multi-choice","101","233380","0.0-2.0-3.16","r5l2vw7lqxdnfg7","","{""Q0"":""Relaxed""}","[0]",""
"2080.0149999995483","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","102","235461","0.0-2.0-4.16","r5l2vw7lqxdnfg7","","","","57"
"2935.639999999723","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","103","238397","0.0-2.0-5.16","r5l2vw7lqxdnfg7","","","","38"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","104","239399","0.0-2.0-0.17","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","105","239899","0.0-2.0-1.17","r5l2vw7lqxdnfg7","","","",""
"null","audio/5_Valerie.mp3","null","song","audio-keyboard-response","106","240903","0.0-2.0-2.17","r5l2vw7lqxdnfg7","happy","","",""
"5897.565000001137","","","emotion_rating","survey-multi-choice","107","246801","0.0-2.0-3.17","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"2866.9650000010733","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","108","249669","0.0-2.0-4.17","r5l2vw7lqxdnfg7","","","","73"
"1338.4949999999662","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","109","251008","0.0-2.0-5.17","r5l2vw7lqxdnfg7","","","","81"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","110","252014","0.0-2.0-0.18","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","111","252515","0.0-2.0-1.18","r5l2vw7lqxdnfg7","","","",""
"null","audio/3_Old_Blacktop_[Album_Version].mp3","null","song","audio-keyboard-response","112","253521","0.0-2.0-2.18","r5l2vw7lqxdnfg7","sad","","",""
"2290.4550000003073","","","emotion_rating","survey-multi-choice","113","255812","0.0-2.0-3.18","r5l2vw7lqxdnfg7","","{""Q0"":""Sad""}","[0]",""
"3711.805000000808","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","114","259524","0.0-2.0-4.18","r5l2vw7lqxdnfg7","","","","28"
"3498.1050000005635","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","115","263023","0.0-2.0-5.18","r5l2vw7lqxdnfg7","","","","28"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","116","264029","0.0-2.0-0.19","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","117","264529","0.0-2.0-1.19","r5l2vw7lqxdnfg7","","","",""
"null","audio/1_The_Sweetest.mp3","null","song","audio-keyboard-response","118","265534","0.0-2.0-2.19","r5l2vw7lqxdnfg7","relaxed","","",""
"3800.5350000003236","","","emotion_rating","survey-multi-choice","119","269335","0.0-2.0-3.19","r5l2vw7lqxdnfg7","","{""Q0"":""None of these""}","[0]",""
"2417.34500000166","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","120","271753","0.0-2.0-4.19","r5l2vw7lqxdnfg7","","","","50"
"639.869999999064","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","121","272394","0.0-2.0-5.19","r5l2vw7lqxdnfg7","","","","50"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","122","273394","0.0-2.0-0.20","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","123","273900","0.0-2.0-1.20","r5l2vw7lqxdnfg7","","","",""
"null","audio/13_Motown_Junk.mp3","null","song","audio-keyboard-response","124","274905","0.0-2.0-2.20","r5l2vw7lqxdnfg7","angry","","",""
"5116.609999999113","","","emotion_rating","survey-multi-choice","125","280022","0.0-2.0-3.20","r5l2vw7lqxdnfg7","","{""Q0"":""Angry""}","[0]",""
"3811.909999998519","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","126","283835","0.0-2.0-4.20","r5l2vw7lqxdnfg7","","","","38"
"2407.105000000214","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","127","286243","0.0-2.0-5.20","r5l2vw7lqxdnfg7","","","","77"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","128","287249","0.0-2.0-0.21","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","129","287750","0.0-2.0-1.21","r5l2vw7lqxdnfg7","","","",""
"null","audio/4_Mbube.mp3","null","song","audio-keyboard-response","130","288756","0.0-2.0-2.21","r5l2vw7lqxdnfg7","relaxed","","",""
"4236.790000000852","","","emotion_rating","survey-multi-choice","131","292993","0.0-2.0-3.21","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"1674.8000000006869","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","132","294669","0.0-2.0-4.21","r5l2vw7lqxdnfg7","","","","65"
"2575.4299999989453","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","133","297246","0.0-2.0-5.21","r5l2vw7lqxdnfg7","","","","70"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","134","298250","0.0-2.0-0.22","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","135","298752","0.0-2.0-1.22","r5l2vw7lqxdnfg7","","","",""
"null","audio/2_Incomplete.mp3","null","song","audio-keyboard-response","136","299758","0.0-2.0-2.22","r5l2vw7lqxdnfg7","angry","","",""
"1964.7700000004843","","","emotion_rating","survey-multi-choice","137","301723","0.0-2.0-3.22","r5l2vw7lqxdnfg7","","{""Q0"":""Angry""}","[0]",""
"2732.1549999996787","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","138","304457","0.0-2.0-4.22","r5l2vw7lqxdnfg7","","","","20"
"1596.6950000001816","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","139","306054","0.0-2.0-5.22","r5l2vw7lqxdnfg7","","","","78"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","140","307057","0.0-2.0-0.23","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","141","307560","0.0-2.0-1.23","r5l2vw7lqxdnfg7","","","",""
"null","audio/16_Restless.mp3","null","song","audio-keyboard-response","142","308562","0.0-2.0-2.23","r5l2vw7lqxdnfg7","happy","","",""
"2037.1500000000815","","","emotion_rating","survey-multi-choice","143","310600","0.0-2.0-3.23","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"2428.7150000000256","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","144","313029","0.0-2.0-4.23","r5l2vw7lqxdnfg7","","","","71"
"3992.430000000226","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","145","317023","0.0-2.0-5.23","r5l2vw7lqxdnfg7","","","","65"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","146","318028","0.0-2.0-0.24","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","147","318534","0.0-2.0-1.24","r5l2vw7lqxdnfg7","","","",""
"null","audio/2_Boser_Wolf.mp3","null","song","audio-keyboard-response","148","319539","0.0-2.0-2.24","r5l2vw7lqxdnfg7","sad","","",""
"6539.104999999807","","","emotion_rating","survey-multi-choice","149","326079","0.0-2.0-3.24","r5l2vw7lqxdnfg7","","{""Q0"":""Sad""}","[0]",""
"1562.2700000003679","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","150","327643","0.0-2.0-4.24","r5l2vw7lqxdnfg7","","","","37"
"1822.725000000035","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","151","329466","0.0-2.0-5.24","r5l2vw7lqxdnfg7","","","","26"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","152","330469","0.0-2.0-0.25","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","153","330971","0.0-2.0-1.25","r5l2vw7lqxdnfg7","","","",""
"null","audio/8_Restless.mp3","null","song","audio-keyboard-response","154","331975","0.0-2.0-2.25","r5l2vw7lqxdnfg7","happy","","",""
"2810.0450000001583","","","emotion_rating","survey-multi-choice","155","334786","0.0-2.0-3.25","r5l2vw7lqxdnfg7","","{""Q0"":""Happy""}","[0]",""
"2305.7950000002165","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","156","337093","0.0-2.0-4.25","r5l2vw7lqxdnfg7","","","","71"
"1405.5900000003166","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","157","338499","0.0-2.0-5.25","r5l2vw7lqxdnfg7","","","","87"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","158","339505","0.0-2.0-0.26","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","159","340010","0.0-2.0-1.26","r5l2vw7lqxdnfg7","","","",""
"null","audio/5_Love's_Requiem.mp3","null","song","audio-keyboard-response","160","341015","0.0-2.0-2.26","r5l2vw7lqxdnfg7","sad","","",""
"2534.4499999991967","","","emotion_rating","survey-multi-choice","161","343551","0.0-2.0-3.26","r5l2vw7lqxdnfg7","","{""Q0"":""Sad""}","[0]",""
"4869.575000000652","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","162","348421","0.0-2.0-4.26","r5l2vw7lqxdnfg7","","","","16"
"1742.5449999991688","<p>How energetic/arousing was the feeling expressed in this musical clip</p>","","arousal rating","html-slider-response","163","350165","0.0-2.0-5.26","r5l2vw7lqxdnfg7","","","","17"
"null","<div style=""font-size:60px;"">+</div>","null","fixation","html-keyboard-response","164","351170","0.0-2.0-0.27","r5l2vw7lqxdnfg7","","","",""
"null","<div style=""font-size:60px;color:green"">+</div>","null","fixation","html-keyboard-response","165","351671","0.0-2.0-1.27","r5l2vw7lqxdnfg7","","","",""
"null","audio/12_Skinny_Love.mp3","null","song","audio-keyboard-response","166","352676","0.0-2.0-2.27","r5l2vw7lqxdnfg7","sad","","",""
"2079.004999999597","","","emotion_rating","survey-multi-choice","167","354755","0.0-2.0-3.27","r5l2vw7lqxdnfg7","","{""Q0"":""Sad""}","[0]",""
"1820.9200000001001","<p>How negative/positive was this feeling expressed in this musical clip</p>","","valence rating","html-slider-response","168","356577","0.0-2.0-4.27","r5l2vw7lqxdnfg7","","","","16"
